All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry

RDN,Radian Group Inc.,,Financials,5,34.56,2.84,3.01,0.245,4,0.98,0.225,23/2/2024,12/3/2024,24.92,37.86,9.72,21.90,149.15,57.85,42.69,19.21,At Fair Value,0,Blended,Ex-date,152,-0.69,6.23,45.96,-0.85,13.54,4.20,0.30,8.95,8.91,1.11,1.92,,Thrifts and Mortgage Finance

REG,Regency Centers Corporation,,Real Estate,12,74.31,3.79,4.51,0.705,4,2.82,0.670,16/12/2024,3/1/2025,56.51,76.53,3.08,4.04,3.02,3.65,26.60,6.65,Above Fair Value,2,Blended,Ex-date,7,-0.44,13.48,27.10,4.20,5.83,1.03,0.41,2.95,34.01,2.00,6.66,,Equity Real Estate Investment Trusts (REITs)

REXR,"Rexford Industrial Realty, Inc.",,Real Estate,11,40.81,4.09,2.39,0.418,4,1.67,0.380,27/3/2024,15/4/2024,40.55,58.02,12.21,20.42,17.96,11.10,5.33,-1.39,In the Margin of Safety,-30,Blended,Ex-date,22,17.21,18.01,30.53,2.23,3.54,0.48,0.29,1.99,40.84,1.40,1.71,,Equity Real Estate Investment Trusts (REITs)

RF,Regions Financial Corporation,,Financials,12,26.29,3.80,4.19,0.25,4,1.00,0.240,3/9/2024,1/10/2024,16.87,27.96,15.48,15.17,11.03,19.75,42.61,7.48,At Fair Value,0,Blended,Ex-date,15,-26.76,-9.01,26.70,2.91,10.05,0.11,0.00,,13.15,1.26,3.98,,Banks

RGA,"Reinsurance Group of America, Incorporated",,Financials,15,221.53,1.61,2.34,0.89,4,3.56,0.850,13/8/2024,27/8/2024,157.48,233.81,5.85,6.73,6.60,10.84,52.91,27.92,At Fair Value,0,Blended,Ex-date,8,-29.92,22.09,3.33,135.69,7.58,1.71,0.32,5.22,19.87,1.29,-13.09,,Insurance

RGCO,"RGC Resources, Inc.",,Utilities,24,20.43,4.06,3.60,0.208,4,0.83,0.200,17/1/2025,1/2/2025,17.90,24.20,1.27,3.00,4.18,5.00,35.99,3.97,In the Margin of Safety,-6,Blended,Fiscal year ex-date excl. specials,8,1.73,-13.14,13.90,2.40,11.27,0.88,0.56,4.39,19.49,2.14,14.18,,Gas Utilities

RGLD,"Royal Gold, Inc.",,Materials,23,146.08,1.23,1.28,0.45,4,1.80,0.400,3/1/2025,17/1/2025,100.55,155.11,33.90,10.10,13.58,9.06,33.72,15.04,In the Margin of Safety,-8,Blended,Pay date,15,23.25,8.83,43.38,7.46,9.74,2.35,0.00,7.55,32.05,3.04,0.00,,Metals and Mining

RHI,Robert Half International Inc.,,Industrials,20,74.12,2.86,2.37,0.53,4,2.12,0.480,22/2/2024,15/3/2024,57.05,88.39,10.70,11.84,11.34,11.46,-5.34,-10.32,In the Margin of Safety,0,Blended,Ex-date,14,-37.97,-11.44,4.84,3.59,18.64,1.73,0.14,8.69,24.48,4.65,-3.66,,Professional Services

RICK,"RCI Hospitality Holdings, Inc.",,Consumer Discretionary,6,51.31,0.55,0.44,0.07,4,0.28,0.060,16/9/2024,30/9/2024,37.61,69.40,8.70,16.04,13.98,,-26.20,-13.04,In the Margin of Safety,-22,Blended,Ex-date,15,-86.93,2.66,1.67,5.60,1.78,0.91,0.51,4.46,82.18,1.47,-4.21,,"Hotels, Restaurants and Leisure"

RJF,"Raymond James Financial, Inc.",,Financials,12,165.54,1.21,1.47,0.5,4,2.00,0.450,2/1/2025,16/1/2025,104.24,171.38,-19.65,9.09,8.29,12.21,23.31,11.43,Above Fair Value,10,Blended,Fiscal year ex-date excl. specials,10,21.86,11.19,16.16,10.41,18.93,6.20,0.30,,12.32,2.15,0.81,,Capital Markets

RLI,RLI Corp.,,Financials,49,172.77,0.17,0.93,0.29,1,0.29,0.135,31/5/2024,20/6/2024,125.77,182.29,5.67,4.56,4.48,4.82,16.66,20.04,Above Fair Value,9,Blended,Ex-date excl. specials,5,45.23,22.64,23.78,12.13,27.54,1.03,0.07,19.84,16.89,4.07,0.60,,Insurance

RMD,ResMed Inc.,,Health Care,12,239.41,0.89,0.87,0.53,4,2.12,0.480,15/8/2024,19/9/2024,162.06,260.49,9.45,7.41,5.61,6.70,66.82,-1.66,In the Margin of Safety,-17,Blended,Ex-date,7,22.74,9.89,23.15,9.81,23.57,2.93,0.15,15.72,32.24,6.90,1.54,,Healthcare Equipment and Supplies

RNR,RenaissanceRe Holdings Ltd.,,Financials,29,287.06,0.54,0.85,0.39,4,1.56,0.380,14/3/2024,29/3/2024,188.24,300.00,2.65,2.73,2.81,3.03,38.59,26.05,In the Margin of Safety,-44,Blended,Ex-date,3,127.88,58.86,28.81,75.98,31.70,1.40,0.10,16.79,3.93,1.35,0.11,,Insurance

ROK,"Rockwell Automation, Inc.",,Industrials,15,297.1,1.76,1.79,1.31,4,5.24,1.250,18/11/2024,10/12/2024,242.81,312.76,5.94,5.32,5.21,7.99,-4.31,-1.27,Above Fair Value,1,Blended,Ex-date,7,-30.89,-8.77,11.53,7.58,25.54,1.08,0.53,11.02,32.28,8.68,4.49,,Electrical Equipment

ROL,"Rollins, Inc.",,Industrials,22,48.85,1.35,1.07,0.165,4,0.66,0.150,12/11/2024,10/12/2024,40.41,52.16,15.39,26.94,17.13,17.46,37.40,14.26,At Fair Value,0,Blended,Declaration date,18,16.28,11.08,14.19,1.19,38.80,0.79,0.39,19.48,52.16,18.59,2.82,,Commercial Services and Supplies

ROP,"Roper Technologies, Inc.",,Industrials,31,557.9,0.59,0.56,0.825,4,3.30,0.750,3/1/2025,17/1/2025,508.22,580.09,9.94,10.06,10.26,14.39,15.55,8.27,At Fair Value,0,Blended,Declaration date,11,17.51,13.02,21.79,21.42,8.24,0.49,0.32,4.77,40.68,3.23,9.67,,Industrial Conglomerates

RPM,RPM International Inc.,,Materials,50,137.17,1.49,1.79,0.51,4,2.04,0.460,18/10/2024,31/10/2024,100.82,141.79,9.53,6.58,5.62,6.73,29.85,18.09,Above Fair Value,1,Blended,Fiscal year ex-date,7,20.05,-0.60,8.44,7.92,25.00,2.26,0.48,11.17,24.26,5.65,1.56,,Chemicals

RRX,Regal Rexnord Corporation,,Industrials,19,169.01,0.83,0.99,0.35,4,1.40,0.330,29/6/2022,14/7/2022,122.49,185.28,0.00,3.58,3.84,5.25,17.15,4.34,Above Fair Value,1,Blended,Ex-date,5,0.00,4.99,3.42,9.01,3.36,2.45,0.48,3.70,52.21,1.70,-4.30,,Electrical Equipment

RS,Reliance Steel & Aluminum Co.,,Materials,14,307.6,1.43,1.83,1.1,4,4.40,1.000,7/3/2024,22/3/2024,261.77,342.20,10.97,16.97,14.87,12.04,11.91,28.70,Above Fair Value,29,Blended,Ex-date,16,-23.52,-6.86,7.43,26.21,13.85,3.32,0.18,9.37,15.70,2.13,1.06,,Metals and Mining

RSG,"Republic Services, Inc.",,Industrials,21,215.48,1.08,1.37,0.58,4,2.32,0.535,2/10/2024,15/10/2024,160.42,220.58,-20.55,-2.57,0.97,4.24,42.18,20.20,Above Fair Value,9,Blended,Ex-date,2,20.95,7.88,12.46,12.11,18.29,0.65,0.54,8.39,32.09,5.61,2.44,,Commercial Services and Supplies

RTX,Raytheon Technologies Corporation,,Industrials,31,118.52,2.13,2.67,0.63,4,2.52,0.590,16/5/2024,13/6/2024,79.67,128.70,7.02,7.40,5.69,5.09,72.66,14.88,At Fair Value,0,Blended,Ex-date,8,61.78,17.83,5.97,7.74,7.35,1.00,0.42,4.83,34.23,2.64,-10.58,,Aerospace and Defense

RUSH.A,"Rush Enterprises, Inc.",,Industrials,6,61.71,1.17,1.48,0.18,4,0.72,0.170,13/8/2024,10/9/2024,40.12,65.15,16.95,14.48,25.94,,31.41,22.53,Above Fair Value,13,Blended,Ex-date,27,-13.40,0.60,3.93,3.95,15.31,1.41,0.48,7.78,13.58,2.01,0.94,,Trading Companies and Distributors

RUSH.B,"Rush Enterprises, Inc.",,Industrials,6,56.05,1.28,1.49,0.18,4,0.72,0.170,13/8/2024,10/9/2024,37.85,58.61,16.95,14.48,25.94,,7.55,18.07,Above Fair Value,5,Blended,Ex-date,27,-13.40,0.60,3.93,3.95,15.31,1.41,0.48,7.78,12.33,1.82,0.85,,Trading Companies and Distributors

SAH,"Sonic Automotive, Inc.",,Consumer Discretionary,9,67.67,2.07,1.66,0.35,4,1.40,0.300,13/12/2024,15/1/2025,47.82,70.88,5.27,39.72,27.23,28.21,25.16,5.88,At Fair Value,0,Blended,Pay date,29,0.00,-3.24,1.41,-2.90,20.95,1.11,0.81,6.03,10.13,1.97,0.66,,Specialty Retail

SAMG,Silvercrest Asset Management Group Inc.,,Financials,7,17.96,4.45,4.71,0.2,4,0.80,0.190,13/9/2024,20/9/2024,13.93,18.77,5.48,5.81,5.47,4.84,13.96,7.88,At Fair Value,0,Blended,Ex-date,10,-34.98,2.45,6.25,2.11,10.04,2.47,0.16,6.13,21.77,1.94,-3.83,,Capital Markets

SBAC,SBA Communications Corporation,,Real Estate,5,221.58,1.77,1.08,0.98,4,3.92,0.850,13/3/2024,28/3/2024,183.64,258.76,16.26,19.79,59.26,,22.39,-8.85,,,,Ex-date,61,38.91,-2.27,25.76,13.53,-58.15,0.65,1.55,9.27,37.84,-5.01,0.97,,Equity Real Estate Investment Trusts (REITs)

SBFG,"SB Financial Group, Inc.",,Financials,11,21.64,2.68,2.90,0.145,4,0.58,0.140,8/11/2024,22/11/2024,13.01,22.00,7.85,10.33,10.54,14.43,58.22,9.23,At Fair Value,0,Blended,Ex-date excl. specials,13,2.36,1.21,20.66,1.54,9.56,0.06,0.00,,11.80,1.04,5.29,,Banks

SBSI,"Southside Bancshares, Inc.",,Financials,30,34.83,4.13,4.29,0.36,4,1.44,0.350,14/2/2024,29/2/2024,25.30,38.00,2.88,3.23,3.23,6.89,22.40,-0.32,In the Margin of Safety,-2,Blended,Declaration date,7,-10.96,-3.14,34.35,0.22,10.96,0.08,0.00,,12.05,1.26,2.52,,Banks

SBUX,Starbucks Corporation,,Consumer Discretionary,14,99.23,2.46,2.11,0.61,4,2.44,0.570,15/11/2024,29/11/2024,71.55,103.32,7.55,8.20,9.63,15.93,9.53,-1.84,At Fair Value,0,Blended,Ex-date,12,-7.77,0.56,10.40,5.38,136.24,0.76,1.41,18.31,29.36,-14.82,12.27,,"Hotels, Restaurants and Leisure"

SCI,Service Corporation International,,Consumer Discretionary,14,87.01,1.38,1.67,0.3,4,1.20,0.290,14/3/2024,28/3/2024,64.10,89.37,8.19,11.44,10.89,14.04,40.40,11.20,Above Fair Value,4,Blended,Declaration date,12,7.45,1.91,12.19,6.57,31.05,0.53,0.75,8.91,22.78,7.04,2.62,,Diversified Consumer Services

SCL,Stepan Company,,Materials,56,74.28,2.07,1.49,0.385,4,1.54,0.375,29/11/2024,13/12/2024,69.78,96.68,2.75,7.13,8.45,8.24,4.90,-10.56,In the Margin of Safety,-13,Blended,Ex-date,11,-12.54,-9.67,2.10,7.14,3.79,1.28,0.39,2.30,38.47,1.43,-2.55,,Chemicals

SCVL,"Shoe Carnival, Inc.",,Consumer Discretionary,11,32.69,1.65,1.20,0.135,4,0.54,0.120,5/4/2024,22/4/2024,24.94,46.92,34.22,30.41,25.71,15.57,85.60,12.23,In the Margin of Safety,-5,Blended,Ex-date,27,-5.73,2.84,6.12,4.11,12.38,3.89,0.38,6.30,12.43,1.46,0.86,,Specialty Retail

SEIC,SEI Investments Company,,Financials,33,83.82,1.10,1.41,0.46,2,0.92,0.430,27/12/2023,9/1/2024,59.48,83.86,6.98,7.53,6.87,7.66,16.53,6.80,At Fair Value,0,Blended,Declaration date excl. specials,8,22.88,8.53,26.61,4.04,24.62,5.81,0.02,14.27,16.57,3.79,3.03,,Capital Markets

SF,Stifel Financial Corp.,,Financials,7,114.1,1.47,1.63,0.42,4,1.68,0.360,29/2/2024,15/3/2024,62.88,119.12,17.40,42.21,33.65,,56.18,13.62,In the Margin of Safety,-18,Blended,Ex-date,35,27.02,9.78,13.79,0.69,12.04,0.87,0.30,,15.96,1.98,1.80,,Capital Markets

SFBS,"ServisFirst Bancshares, Inc.",,Financials,10,94.68,1.27,1.51,0.3,4,1.20,0.280,29/12/2023,8/1/2024,55.05,101.37,-19.65,4.01,8.45,43.10,56.36,2.69,Above Fair Value,9,Blended,Ex-date,10,-12.40,0.16,47.82,5.08,13.74,0.13,0.00,,21.49,2.80,3.19,,Banks

SFNC,Simmons First National Corporation,,Financials,13,24.21,3.47,3.73,0.21,4,0.84,0.200,14/3/2024,1/4/2024,16.03,25.95,5.07,5.35,5.67,6.68,32.82,-6.46,At Fair Value,0,Blended,Ex-date,9,-44.66,-15.07,18.30,6.10,3.77,0.04,0.00,,21.06,0.77,-1.27,,Banks

SGU,"Star Group, L.P.",,Utilities,15,12,5.75,5.78,0.173,4,0.69,0.163,26/4/2024,8/5/2024,9.64,14.76,6.35,6.81,6.68,7.02,3.56,10.94,At Fair Value,0,Blended,Fiscal year ex-date,12,10.71,-9.57,1.98,3.15,13.36,0.76,0.54,6.57,13.03,1.51,0.62,,Gas Utilities

SHW,The Sherwin-Williams Company,,Materials,46,385.24,0.74,0.87,0.715,4,2.86,0.605,23/2/2024,8/3/2024,282.09,400.42,13.88,9.47,14.19,14.40,50.97,11.94,Above Fair Value,0,Blended,Ex-date excl. specials,15,7.52,0.11,11.10,12.45,64.46,0.83,0.75,14.82,37.62,23.02,2.51,,Chemicals

SIGI,"Selective Insurance Group, Inc.",,Financials,11,99.2,1.53,1.44,0.38,4,1.52,0.350,15/11/2024,2/12/2024,81.00,109.58,16.67,11.87,11.85,10.42,-8.27,8.77,At Fair Value,0,Blended,Ex-date,13,-28.83,15.77,5.02,16.52,8.14,0.38,0.14,5.96,24.99,1.92,-20.40,,Insurance

SJM,The J. M. Smucker Company,,Consumer Staples,27,116.67,3.70,3.19,1.08,4,4.32,1.060,16/8/2024,3/9/2024,105.69,134.62,3.40,4.91,4.43,6.00,2.16,3.48,In the Margin of Safety,-9,Blended,Ex-date excl. specials,8,0.00,7.77,5.96,13.30,7.15,0.58,0.53,6.58,22.91,1.59,115.00,,Food Products

SJW,SJW Group,,Utilities,57,53.1,3.01,2.36,0.4,4,1.60,0.380,2/2/2024,1/3/2024,51.17,70.43,5.34,5.65,6.02,7.81,-0.73,-1.97,In the Margin of Safety,-25,Blended,Ex-date,9,-12.79,7.70,12.47,5.74,7.05,0.77,0.58,3.44,20.89,1.45,1.41,,Water Utilities

SLGN,Silgan Holdings Inc.,,Materials,20,56.43,1.35,1.45,0.19,4,0.76,0.180,13/3/2024,28/3/2024,41.14,58.14,7.15,11.58,11.77,9.79,23.79,12.71,At Fair Value,0,Blended,Ex-date,13,6.28,-5.24,5.12,8.11,15.42,1.10,0.65,6.12,18.95,2.73,2.05,,Containers and Packaging

SMBC,"Southern Missouri Bancorp, Inc.",,Financials,13,65.51,1.40,1.87,0.23,4,0.92,0.210,15/8/2024,30/8/2024,39.00,68.69,2.39,8.68,9.76,10.23,48.79,9.94,Above Fair Value,11,Blended,Ex-date,11,9.19,10.05,30.54,5.86,10.32,0.03,0.00,,12.95,1.26,2.10,,Thrifts and Mortgage Finance

SNA,Snap-on Incorporated,,Industrials,15,361.36,2.37,2.65,2.14,4,8.56,1.860,21/11/2024,10/12/2024,252.98,373.90,14.82,14.79,14.39,15.51,16.69,14.48,Above Fair Value,6,Blended,Ex-date,17,5.11,0.88,20.41,23.17,20.60,4.19,0.19,13.48,14.61,2.77,1.56,,Machinery

SNDR,"Schneider National, Inc.",,Industrials,7,31.51,1.21,1.28,0.095,4,0.38,0.090,7/3/2024,9/4/2024,20.50,33.90,7.15,10.90,9.34,,4.69,9.37,Above Fair Value,11,Blended,Pay date excl. specials,11,-64.80,-6.44,2.11,3.88,3.78,1.66,0.09,3.00,44.87,1.69,-5.27,,Road and Rail

SNV,Synovus Financial Corp.,,Financials,10,55.45,2.74,4.30,0.38,4,1.52,0.340,15/3/2023,3/4/2023,33.44,59.92,2.71,4.82,5.74,18.44,66.25,4.46,At Fair Value,0,Blended,Pay date,8,-49.97,-18.85,20.70,5.69,7.24,0.05,0.00,,20.12,1.32,-2.44,,Banks

SO,The Southern Company,,Utilities,23,86.19,3.34,4.05,0.72,4,2.88,0.700,17/5/2024,6/6/2024,65.80,94.45,2.90,2.99,3.09,3.24,44.70,17.82,Above Fair Value,2,Blended,Ex-date,6,55.14,0.66,17.87,8.62,12.72,0.91,0.64,4.93,20.92,2.97,-53.34,,Electric Utilities

SON,Sonoco Products Company,,Materials,42,50.94,4.08,3.43,0.52,4,2.08,0.510,9/5/2024,10/6/2024,48.22,61.73,3.01,5.00,4.17,5.04,4.40,0.57,In the Margin of Safety,-12,Blended,Ex-date,8,-41.51,-3.65,4.39,7.15,11.99,2.37,0.68,6.01,18.55,2.15,-9.60,,Containers and Packaging

SONY,Sony Corporation,,Consumer Discretionary,9,20.9,2.74,2.90,0.287,2,0.57,0.272,27/3/2024,17/6/2024,15.03,21.09,-48.62,-18.97,-4.82,8.93,19.13,-1.81,At Fair Value,0,Blended,Fiscal year ex-date,-2,28.91,10.37,8.55,306.84,14.95,0.66,0.34,7.42,0.11,0.02,0.02,,Household Durables

SPFI,"South Plains Financial, Inc.",,Financials,5,38.85,1.54,1.43,0.15,4,0.60,0.140,28/10/2024,12/11/2024,24.05,40.91,5.89,27.59,78.27,,30.79,13.72,Above Fair Value,14,Blended,Ex-date,80,-30.75,-14.86,23.68,3.77,10.69,0.14,0.00,,12.80,1.26,1.15,,Banks

SPGI,S&P Global Inc.,,Financials,51,513.89,0.71,0.84,0.91,4,3.64,0.900,26/2/2024,12/3/2024,407.69,533.29,2.26,6.80,10.44,11.90,42.56,7.68,At Fair Value,0,Blended,Ex-date excl. specials,11,46.52,12.10,25.80,16.87,9.94,0.95,0.24,6.75,45.59,4.72,7.66,,Capital Markets

SPTN,SpartanNash Company,,Consumer Staples,14,19.14,4.55,3.80,0.218,4,0.87,0.215,13/3/2024,28/3/2024,17.74,24.51,1.47,3.07,2.96,6.79,6.22,4.40,In the Margin of Safety,-9,Blended,Ex-date,8,8.85,-2.66,0.48,3.45,5.87,1.63,0.55,5.27,15.80,0.92,0.00,,Food and Staples Retailing

SR,Spire Inc.,,Utilities,21,70.76,4.44,4.59,0.785,4,3.14,0.755,11/12/2024,3/1/2025,56.36,73.64,4.87,5.12,4.97,5.55,24.86,7.89,At Fair Value,0,Blended,Ex-date,9,9.03,-2.75,9.68,16.27,8.16,0.46,0.60,3.97,16.01,1.30,4.50,,Gas Utilities

SRCE,1st Source Corporation,,Financials,37,64.45,2.23,2.86,0.36,4,1.44,0.340,5/8/2024,15/8/2024,47.30,68.13,7.82,5.36,5.42,8.05,46.11,11.13,At Fair Value,0,Blended,Ex-date excl. specials,8,2.41,1.58,35.13,8.36,12.01,0.03,0.00,,11.42,1.33,1.40,,Banks

SRE,Sempra Energy,,Utilities,20,90.94,2.73,3.27,0.62,4,2.48,0.595,20/3/2024,15/4/2024,66.40,95.77,4.14,4.16,5.28,6.53,27.05,13.31,At Fair Value,0,Blended,Pay date,8,5.22,-22.58,22.70,7.32,9.74,0.52,0.50,2.36,18.33,1.84,5.44,,Multi-Utilities

SSB,South State Corporation,,Financials,13,110.75,1.95,2.82,0.54,4,2.16,0.520,9/8/2024,16/8/2024,70.68,114.27,3.97,3.40,5.99,10.28,48.16,12.05,Above Fair Value,1,Blended,Ex-date,8,-6.71,2.45,29.83,-1.54,8.94,0.05,0.00,,14.90,1.26,3.51,,Banks

SSD,"Simpson Manufacturing Co., Inc.",,Industrials,11,180.49,0.62,0.89,0.28,4,1.12,0.270,3/7/2024,25/7/2024,157.42,218.38,3.82,15.37,4.14,5.23,28.50,22.43,At Fair Value,0,Blended,Pay date,5,-9.17,1.32,14.51,5.94,18.24,3.54,0.23,11.41,25.16,4.35,1.07,,Building Products

SSNC,"SS&C Technologies Holdings, Inc.",,Information Technology,8,76.47,1.31,1.27,0.25,4,1.00,0.240,3/9/2024,16/9/2024,56.62,77.70,15.48,16.09,20.62,,43.43,3.71,At Fair Value,0,Blended,Ex-date,22,15.34,6.16,12.27,5.24,10.82,1.21,0.52,6.14,25.89,2.70,1.72,,Software

SSTK,"Shutterstock, Inc.",,Consumer Discretionary,5,31.36,3.83,1.93,0.3,4,1.20,0.270,28/2/2024,14/3/2024,28.85,54.41,11.43,13.51,,,-4.39,-30.78,In the Margin of Safety,-56,Blended,Ex-date,,-68.96,3.10,4.03,1.65,6.90,0.42,0.37,8.52,34.58,2.36,10.65,,Internet and Direct Marketing Retail

STAG,"STAG Industrial, Inc.",,Real Estate,12,35.93,4.12,4.32,0.124,12,1.48,0.123,30/1/2024,15/2/2024,34.09,41.63,0.66,0.69,0.69,1.61,17.88,4.02,At Fair Value,0,Blended,Ex-date,5,-1.68,8.14,23.96,2.46,5.37,0.82,0.47,2.64,39.53,2.17,3.79,,Equity Real Estate Investment Trusts (REITs)

STBA,"S&T Bancorp, Inc.",,Financials,12,42.56,3.20,4.41,0.34,4,1.36,0.330,7/11/2024,21/11/2024,28.83,45.79,3.94,5.63,4.10,7.18,61.52,17.08,At Fair Value,0,Blended,Ex-date,7,-7.55,-0.56,35.02,3.92,10.41,0.04,0.00,,11.87,1.17,3.43,,Banks

STE,STERIS plc,,Health Care,19,217.43,1.05,0.90,0.57,4,2.28,0.520,5/9/2024,20/9/2024,197.82,248.24,10.37,9.33,8.92,9.50,11.60,6.87,In the Margin of Safety,-2,Blended,Ex-date excl. specials,10,-41.38,15.76,8.17,11.14,9.27,2.41,0.27,6.23,40.52,3.64,4.74,,Healthcare Equipment and Supplies

STLD,"Steel Dynamics, Inc.",,Materials,14,138.7,1.33,2.14,0.46,4,1.84,0.425,27/3/2024,12/4/2024,104.60,155.56,15.86,30.05,20.08,17.42,19.61,31.53,Above Fair Value,43,Blended,Pay date,21,-29.03,-7.67,9.80,14.98,19.71,2.40,0.29,11.25,11.34,2.13,0.46,,Metals and Mining

STT,State Street Corporation,,Financials,14,98.6,3.08,3.22,0.76,4,3.04,0.690,1/10/2024,11/10/2024,70.20,99.76,-19.77,-0.95,1.42,6.34,35.76,4.71,At Fair Value,0,Blended,Ex-date,5,-8.53,4.39,16.85,-5.31,8.56,0.46,0.00,,13.85,1.14,3.02,,Capital Markets

STX,Seagate Technology plc,,Information Technology,5,,,,,,,0.700,13/12/2024,6/1/2025,,,0.00,1.48,2.13,5.00,0.00,0.00,,,,Fiscal year ex-date,,-37.90,2.69,10.03,5.99,57.20,1.52,0.71,13.94,12.33,6.90,-5.95,,"Technology Hardware, Storage and Peripherals"

STZ,"Constellation Brands, Inc.",,Consumer Staples,9,239.5,1.69,1.45,1.01,4,4.04,0.890,2/5/2024,17/5/2024,224.76,274.87,12.43,7.96,4.99,,4.14,8.48,In the Margin of Safety,-11,Blended,Ex-date,7,-64.96,4.14,5.69,16.58,7.12,1.26,0.60,10.34,75.93,5.56,-15.97,,Beverages

SUI,"Sun Communities, Inc.",,Real Estate,8,126.36,2.98,2.50,0.94,4,3.76,0.930,27/3/2024,15/4/2024,110.98,147.83,2.19,4.57,4.85,3.82,17.57,-7.59,In the Margin of Safety,-7,Blended,Ex-date,8,0.00,2.14,7.30,6.96,3.30,1.56,0.50,2.24,72.32,2.31,23.51,,Equity Real Estate Investment Trusts (REITs)

SWK,"Stanley Black & Decker, Inc.",,Industrials,57,84.93,3.86,2.88,0.82,4,3.28,0.810,3/9/2024,17/9/2024,77.70,110.88,1.25,4.00,4.01,4.88,36.55,-11.50,In the Margin of Safety,-27,Blended,Ex-date,8,0.00,-4.06,-1.34,7.97,-2.04,1.30,0.45,4.19,-89.28,1.91,0.00,,Machinery

SWKS,"Skyworks Solutions, Inc.",,Information Technology,10,86.42,3.24,2.12,0.7,4,2.80,0.680,20/8/2024,10/9/2024,82.13,120.86,7.88,9.98,11.64,28.69,2.98,-13.67,In the Margin of Safety,-13,Blended,Ex-date,15,-39.63,-12.46,14.27,11.40,9.60,5.55,0.16,6.51,26.56,2.50,-4.90,,Semiconductors and Semiconductor Equipment

SWX,"Southwest Gas Holdings, Inc.",,Utilities,17,76.48,3.24,3.60,0.62,4,2.48,0.595,13/5/2022,1/6/2022,57.55,80.29,0.00,2.11,3.09,5.97,26.80,7.18,At Fair Value,0,Blended,Ex-date,6,0.00,-5.06,3.45,20.42,5.25,0.86,0.59,3.29,29.55,1.54,-4.20,,Gas Utilities

SXI,Standex International Corporation,,Industrials,14,205.32,0.62,1.04,0.32,4,1.28,0.300,8/11/2024,22/11/2024,137.40,212.66,7.15,7.73,8.45,11.62,26.42,23.82,Above Fair Value,24,Blended,Ex-date,9,-47.77,-5.22,10.26,7.99,11.64,3.55,0.23,8.49,29.53,3.29,2.54,,Machinery

SYBT,"Stock Yards Bancorp, Inc.",,Financials,15,78.59,1.58,2.33,0.31,4,1.24,0.300,16/9/2024,1/10/2024,42.35,79.79,3.42,3.55,3.48,7.76,61.63,4.13,Above Fair Value,14,Blended,Ex-date,5,-6.23,1.02,32.19,5.28,12.27,0.05,0.00,,16.99,1.96,3.27,,Banks

SYK,Stryker Corporation,,Health Care,31,382.45,0.84,1.09,0.8,4,3.20,0.750,28/12/2023,31/1/2024,285.79,398.20,6.67,8.29,9.00,10.13,33.46,12.27,Above Fair Value,6,Blended,Pay date,10,38.37,10.51,16.34,10.09,18.87,1.92,0.45,8.66,38.31,6.84,65.84,,Healthcare Equipment and Supplies

SYY,Sysco Corporation,,Consumer Staples,54,81.77,2.49,2.67,0.51,4,2.04,0.500,5/7/2024,26/7/2024,69.03,82.89,2.04,-4.26,5.61,5.75,21.58,2.24,At Fair Value,0,Blended,Pay date,8,9.35,3.77,2.44,5.94,88.35,1.27,0.86,14.87,19.92,17.28,5.81,,Food and Staples Retailing

TAIT,Taitron Components Incorporated,,Information Technology,7,2.62,7.63,5.45,0.05,4,0.20,0.045,9/11/2022,30/11/2022,2.52,3.61,0.00,7.73,10.76,,-12.11,-2.87,In the Margin of Safety,-20,Blended,Ex-date excl. specials,18,-23.91,-37.24,30.95,0.13,7.87,8.82,0.00,0.05,13.04,1.03,-3.28,,"Electronic Equipment, Instruments and Components"

TCBK,TriCo Bancshares,,Financials,12,48.85,2.70,3.00,0.33,4,1.32,0.300,7/3/2024,22/3/2024,31.73,51.06,7.50,9.97,10.31,11.36,37.72,2.35,At Fair Value,0,Blended,Ex-date,13,-12.01,-5.02,28.91,3.68,9.70,0.05,0.00,,12.64,1.14,5.87,,Banks

TFC,Truist Financial Corporation,,Financials,9,47.17,4.41,4.91,0.52,4,2.08,0.480,11/8/2022,1/9/2022,33.36,49.06,0.00,4.37,4.56,8.27,58.41,-5.33,At Fair Value,0,Blended,Ex-date,9,0.00,-25.06,-10.68,2.82,-9.51,0.14,0.00,,-8.82,0.97,0.00,,Banks

